Trial,CenterReward,HoldTime,Atten,Pitch,Response,Correct,Mask,LeftTemperature,RightTemperature,fNum,method,sessionDate,rxnTime,vowel,vowel_level,SNR,meanTemp,treatment
2,0,751,2.5,200,0,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.674,u,57.5,-12.5,37.0,False
3,0,801,-3.5,200,1,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,0.8494,e,63.5,-6.5,37.0,False
9,0,501,2.5,200,0,0,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.1944,e,57.5,-12.5,37.0,False
14,0,851,-9.5,200,0,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.1836,u,69.5,-0.5,37.0,False
15,0,501,-3.5,200,0,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.4065,u,63.5,-6.5,37.0,False
16,0,951,-9.5,200,1,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.6081,e,69.5,-0.5,37.0,False
19,0,551,-9.5,200,0,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.363,u,69.5,-0.5,37.0,False
20,0,701,2.5,200,0,0,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,2.2604,e,57.5,-12.5,37.0,False
22,0,751,2.5,200,0,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.2198,u,57.5,-12.5,37.0,False
23,0,1001,-3.5,200,1,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.1315,e,63.5,-6.5,37.0,False
26,0,851,-9.5,200,0,0,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,0.8973,e,69.5,-0.5,37.0,False
31,0,951,-3.5,200,0,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,0.6184,u,63.5,-6.5,37.0,False
33,0,801,-3.5,200,1,1,Clean,37.0,37.0,1509,cool,2015-11-24 08:48:00,1.2404,e,63.5,-6.5,37.0,False
