Trial,CenterReward,HoldTime,Atten,Pitch,Response,Correct,Mask,LeftTemperature,RightTemperature,fNum,method,sessionDate,rxnTime,vowel,vowel_level,SNR,meanTemp,treatment
58,1,726,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,3.5874,a,63.0,-7.0,37.0,False
46,0,501,-3.0,200,1,0,Clean,37.0,37.0,1311,cool,2014-07-10 14:15:00,32.4677,a,63.0,-7.0,37.0,False
11,0,626,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-07-23 14:29:00,1.5354,a,63.0,-7.0,37.0,False
16,0,501,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-06-25 08:30:00,0.7427,a,63.0,-7.0,37.0,False
6,0,751,-3.0,200,1,0,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,0.5006,a,63.0,-7.0,37.0,False
94,0,501,-3.0,200,1,0,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,1.7143,a,63.0,-7.0,37.0,False
25,1,676,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-04-25 15:40:00,3.5678,a,63.0,-7.0,37.0,False
124,0,751,-3.0,200,1,0,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,0.7793,a,63.0,-7.0,37.0,False
83,0,726,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,0.8715,a,63.0,-7.0,37.0,False
44,1,726,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-22 16:32:00,0.8596,a,63.0,-7.0,37.0,False
45,0,726,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-04-25 15:40:00,1.6214,a,63.0,-7.0,37.0,False
31,0,701,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-06-25 08:30:00,0.9798,a,63.0,-7.0,37.0,False
7,0,651,-3.0,200,1,0,Clean,37.0,37.0,1311,cool,2014-05-22 16:32:00,0.8094,a,63.0,-7.0,37.0,False
58,1,751,-3.0,200,1,0,Clean,37.0,37.0,1311,cool,2014-06-25 08:30:00,3.0145,a,63.0,-7.0,37.0,False
89,1,526,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,2.8326,a,63.0,-7.0,37.0,False
47,0,576,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-07-25 08:57:00,1.4171,a,63.0,-7.0,37.0,False
120,1,526,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-07-25 08:57:00,3.2699,a,63.0,-7.0,37.0,False
51,0,576,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,0.7798,a,63.0,-7.0,37.0,False
29,0,526,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,0.8831,a,63.0,-7.0,37.0,False
32,1,726,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-07-25 08:57:00,2.6374,a,63.0,-7.0,37.0,False
32,0,726,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,1.0205,a,63.0,-7.0,37.0,False
114,0,501,-3.0,200,0,1,Clean,37.0,37.0,1311,cool,2014-05-21 08:59:00,1.3392,a,63.0,-7.0,37.0,False
